order_id,item,quantity,rate,order_data,delivery_address,payment_method
6276,Hot Sauce,15,101754.45,2024-04-10,25 Kente Court - Kumasi - Ghana,Paypal
2370,Crossbody Bag,493,125110.15,2023-06-10,46 Sunset Way - Nairobi - Kenya,Google Pay
1673,Gym Gloves,359,63832.3,2023-06-30,65 Lighthouse Road - Odense - Denmark,Paypal
9508,Denim Jacket,324,67405.19,2026-02-17,21 Lotus Avenue - Singapore,Apple Pay
10315,External SSD,110,43425.13,2023-08-30,67 Hutong Lane - Chengdu - China,NFC
8630,Sandals,511,36048.94,2025-01-01,45 Elm Avenue - New York - USA,Paypal
2238,Smart Plug,173,133537.09,2023-10-17,21 Lotus Avenue - Singapore,Google Pay
1982,Hair Dryer,240,130955.47,2025-02-25,54 Orchid Road - Kuala Lumpur - Malaysia,Paypal
2980,Flip Flops,175,70996.13,2024-07-17,98 Garden Boulevard - Karachi - Pakistan,NFC
8512,Running Shoes,539,127985.7,2023-05-24,83 Seaside Court - Wellington - New Zealand,Paypal
8653,Cargo Shorts,275,47756.2,2024-03-26,14 Pyramid Drive - Alexandria - Egypt,Apple Pay
9379,Laptop Bag,75,113908.23,2025-05-13,50 Hillside Road - Melbourne - Australia,credit/debit cards
1969,Knee Sleeves,19,85091.07,2025-08-02,79 Arctic Way - Tampere - Finland,Buy now pay later
2532,Sandals,545,96101.88,2023-12-22,77 Poplar Place - Seoul - South Korea,NFC
10003,Luggage Tag,141,96254.16,2023-12-30,45 Elm Avenue - New York - USA,Apple Pay
10288,Pull-Up Bar,431,85219.74,2025-05-12,57 Valley Place - Casablanca - Morocco,NFC
8257,Dress Shoes,29,114220.84,2024-05-26,88 Hazel Hill - Cape Town - South Africa,Cash On Delivery
2060,Fanny Pack,500,52559.52,2023-04-13,44 Willow Walk - Beijing - China,Paypal
1686,Digital Thermometer,366,113800.35,2023-06-13,90 Ash Way - Tokyo - Japan,credit/debit cards
1555,Shaving Kit,135,24616.82,2024-03-28,43 Mango Hill - Istanbul - Turkey,Apple Pay
7919,Hiking Boots,495,26833.0,2023-12-01,99 Beech Road - Oslo - Norway,Buy now pay later
9460,Blender,175,96139.0,2023-06-08,88 Hazel Hill - Cape Town - South Africa,Cash On Delivery
7316,Ballpoint Pens,554,100530.92,2025-07-13,54 Orchid Road - Kuala Lumpur - Malaysia,NFC
3621,Digital Thermometer,338,120914.97,2024-07-04,69 Redwood Mews - Rome - Italy,Apple Pay
8574,Fish Oil Capsules,257,36842.57,2025-04-16,87 Viking Place - Malmo - Sweden,Google Pay
1591,Fish Oil Capsules,45,7558.27,2023-01-25,35 Coastal Drive - Porto - Portugal,Google Pay
9282,Action Figure,154,68025.72,2024-04-30,44 Olive Court - Thessaloniki - Greece,Buy now pay later
9919,Beard Oil,45,117303.47,2024-07-26,77 Spice Lane - Ankara - Turkey,Google Pay
8184,Stapler,476,130179.92,2024-11-18,89 Cedar Court - Dublin - Ireland,credit/debit cards
9793,Umbrella,68,114957.36,2026-02-11,72 Meadow Way - Osaka - Japan,Cash On Delivery
6862,Wallet,75,65679.47,2024-07-04,24 Alpine Square - Salzburg - Austria,credit/debit cards
5684,File Folders,81,115701.61,2024-08-08,76 Carnival Close - Brasilia - Brazil,credit/debit cards
4224,Leather Boots,542,28709.91,2025-11-19,83 Seaside Court - Wellington - New Zealand,Cash On Delivery
10218,Hot Sauce,540,123442.5,2024-04-25,43 Mango Hill - Istanbul - Turkey,Buy now pay later
7973,Mechanical Keyboard,401,75979.18,2024-04-21,14 Pyramid Drive - Alexandria - Egypt,Google Pay
2905,Resistance Bands,53,52204.58,2023-07-26,14 Laurel Lane - Copenhagen - Denmark,Buy now pay later
10570,Dumbbells,287,77961.07,2025-05-03,89 Sakura Avenue - Kyoto - Japan,Google Pay
1592,Digital Thermometer,528,105069.08,2023-02-14,13 Sunrise Close - Cairo - Egypt,credit/debit cards
6875,Laptop Stand,66,32212.91,2023-10-01,34 Birch Boulevard - Berlin - Germany,credit/debit cards
2905,Fitness Tracker,444,13694.78,2024-05-18,98 Garden Boulevard - Karachi - Pakistan,NFC
7644,Water Filter,23,98252.38,2024-06-06,65 Lighthouse Road - Odense - Denmark,Cash On Delivery
5126,External SSD,449,127635.19,2023-03-08,50 Hillside Road - Melbourne - Australia,Cash On Delivery
5371,Hooded Sweatshirt,309,85373.71,2024-09-23,89 Cedar Court - Dublin - Ireland,Apple Pay
7716,Yoga Mat,495,19147.22,2026-02-15,46 Sunset Way - Nairobi - Kenya,Apple Pay
8561,Sparkling Water,238,86231.99,2023-05-23,66 Delta Mews - Chittagong - Bangladesh,credit/debit cards
4800,Electric Kettle,439,15670.92,2024-08-13,89 Cedar Court - Dublin - Ireland,Google Pay
10977,Hot Sauce,470,40706.07,2024-11-29,67 Hutong Lane - Chengdu - China,Paypal
5985,Umbrella,190,4280.16,2024-01-31,14 Pyramid Drive - Alexandria - Egypt,Google Pay
2604,Skipping Rope,362,65350.63,2024-11-15,14 Pyramid Drive - Alexandria - Egypt,Google Pay
1063,Protein Bar,263,43094.4,2024-02-19,14 Pyramid Drive - Alexandria - Egypt,Paypal
3024,Wallet,248,13111.02,2023-07-24,88 Hazel Hill - Cape Town - South Africa,credit/debit cards
7911,Umbrella,447,41443.16,2025-09-17,91 Lakeshore Boulevard - Houston - USA,Apple Pay
6394,Sandals,136,86792.56,2026-03-18,80 Ivy Court - Vienna - Austria,Cash On Delivery
4378,Sunglasses,78,38771.33,2024-04-11,33 Spruce Street - Amsterdam - Netherlands,Buy now pay later
5814,Smart Watch,274,19212.68,2023-05-09,56 Pine Road - Auckland - New Zealand,Paypal
9382,Umbrella,459,73025.68,2023-07-30,88 Hazel Hill - Cape Town - South Africa,NFC
6716,Correction Tape,102,100945.83,2025-11-19,22 Sycamore Square - Mexico City - Mexico,NFC
1581,Jigsaw Puzzle,198,111248.84,2025-11-02,89 Sakura Avenue - Kyoto - Japan,Cash On Delivery
1490,Stapler,375,63287.13,2024-08-11,34 Birch Boulevard - Berlin - Germany,Google Pay
5820,Salad Spinner,272,95298.99,2025-10-22,68 Desert Road - Seville - Spain,Buy now pay later
5043,Salad Spinner,342,111675.67,2023-10-06,89 Cedar Court - Dublin - Ireland,Paypal
9505,Ballpoint Pens,300,90184.18,2024-04-28,87 Viking Place - Malmo - Sweden,Paypal
6830,Protein Shaker,453,70677.98,2023-06-01,37 Canal Court - Rotterdam - Netherlands,Buy now pay later
8569,Knife Set,488,8076.66,2024-10-11,48 Riverside Mews - Shanghai - China,NFC
6852,Pull-Up Bar,257,38898.97,2025-04-07,67 Walnut Street - Paris - France,NFC
4453,Shaving Kit,247,42888.24,2026-02-03,23 Promenade Drive - Munich - Germany,NFC
7573,Cotton T-Shirt,165,52961.11,2025-06-10,50 Hillside Road - Melbourne - Australia,Apple Pay
7214,File Folders,254,127424.05,2025-02-26,55 Magnolia Mews - São Paulo - Brazil,Buy now pay later
8202,Blender,467,28027.33,2025-03-08,88 Coral Way - Bali - Indonesia,NFC
2892,Windbreaker,285,72591.33,2025-01-16,21 Zulu Square - Durban - South Africa,Cash On Delivery
7416,Yoga Mat,388,132825.82,2024-05-20,45 Elm Avenue - New York - USA,Google Pay
3854,Smart Plug,240,82937.94,2024-08-21,47 Holly Drive - Helsinki - Finland,credit/debit cards
8903,Spiral Notebook,397,28032.07,2023-08-09,35 Coastal Drive - Porto - Portugal,Google Pay
8986,Umbrella,400,128669.59,2023-02-15,34 Birch Boulevard - Berlin - Germany,NFC
7248,Zinc Supplements,300,45095.48,2025-07-20,14 Pyramid Drive - Alexandria - Egypt,Paypal
10467,Formal Blazer,520,6460.01,2024-08-16,24 Alpine Square - Salzburg - Austria,NFC
6375,Shaving Kit,488,57830.44,2025-10-22,59 Rainforest Avenue - Rio de Janeiro - Brazil,Google Pay
1251,Face Moisturizer,99,32284.46,2023-06-12,32 Blossom Court - Manila - Philippines,Cash On Delivery
7062,Baseball Cap,137,109738.15,2024-04-18,39 Vineyard Close - Lyon - France,Buy now pay later
8777,Desk Planner,531,29511.62,2023-11-15,90 Ash Way - Tokyo - Japan,Cash On Delivery
2012,Water Gun,231,109870.8,2025-09-18,66 Delta Mews - Chittagong - Bangladesh,credit/debit cards
2046,Protein Bar,182,4892.78,2024-04-01,24 Alpine Square - Salzburg - Austria,NFC
3731,Screen Protector,445,124512.49,2025-01-24,26 Beachfront Drive - Cancun - Mexico,Apple Pay
9443,Water Filter,340,5699.52,2023-04-30,25 Kente Court - Kumasi - Ghana,Google Pay
6274,Correction Tape,86,125769.32,2024-09-21,48 Riverside Mews - Shanghai - China,Cash On Delivery
10765,Lip Balm,63,9918.79,2024-06-14,57 Valley Place - Casablanca - Morocco,credit/debit cards
9730,Fitness Tracker,451,116934.17,2024-12-26,91 Lakeshore Boulevard - Houston - USA,Paypal
6548,Slip-On Loafers,428,111408.33,2024-11-27,76 Carnival Close - Brasilia - Brazil,Google Pay
7791,Beard Oil,205,79673.37,2023-05-27,12 Terrace Square - Christchurch - New Zealand,credit/debit cards
4310,Umbrella,481,4868.01,2023-03-21,48 Riverside Mews - Shanghai - China,Apple Pay
1904,Portable Charger,82,83252.5,2023-06-16,46 Sunset Way - Nairobi - Kenya,Apple Pay
4987,Sticky Notes,485,82810.93,2023-09-30,22 Sycamore Square - Mexico City - Mexico,Buy now pay later
6923,Granola,56,74686.72,2025-05-09,17 Lakeview Avenue - Vancouver - Canada,Buy now pay later
2822,Beard Oil,358,84643.32,2023-11-29,12 Terrace Square - Christchurch - New Zealand,Google Pay
3217,Zinc Supplements,470,129730.04,2026-02-13,91 Lakeshore Boulevard - Houston - USA,credit/debit cards
1149,Water Filter,349,133400.37,2023-05-02,22 Sycamore Square - Mexico City - Mexico,Google Pay
8340,Wireless Earbuds,436,69770.36,2024-08-29,59 Rainforest Avenue - Rio de Janeiro - Brazil,Cash On Delivery
9995,Tote Bag,200,12344.63,2025-04-26,44 Olive Court - Thessaloniki - Greece,Paypal
9275,Denim Jacket,170,17993.28,2023-03-26,77 Spice Lane - Ankara - Turkey,Paypal
4800,Mechanical Keyboard,158,96541.89,2024-09-06,56 Montmartre Road - Marseille - France,Buy now pay later
6935,Rain Boots,77,131586.14,2023-04-11,67 Walnut Street - Paris - France,Google Pay
10609,Melatonin,164,58459.15,2025-07-20,94 Harborview Street - Hamburg - Germany,Google Pay
6914,Building Blocks,148,13180.25,2024-07-14,11 Chestnut Close - Mumbai - India,Cash On Delivery
3959,Cargo Shorts,424,47339.48,2025-10-15,33 Pearl Square - Cebu - Philippines,NFC
4386,Ballpoint Pens,129,51621.44,2025-02-18,26 Beachfront Drive - Cancun - Mexico,Apple Pay
8272,Knife Set,103,133546.13,2024-01-23,50 Hillside Road - Melbourne - Australia,NFC
5462,Rain Boots,411,92018.57,2023-07-20,69 Bayside Way - Brisbane - Australia,credit/debit cards
9373,Heating Pad,305,15836.22,2023-07-24,45 Cobblestone Mews - Cork - Ireland,Apple Pay
9641,Frisbee,130,45200.51,2023-03-02,87 Jasmine Drive - Jakarta - Indonesia,credit/debit cards
1358,Toaster Oven,396,6552.17,2024-01-03,36 Ridgeway Close - Calgary - Canada,Buy now pay later
8233,Water Filter,131,87528.02,2025-05-12,87 Viking Place - Malmo - Sweden,NFC
4699,Frisbee,439,90164.09,2024-03-06,89 Cedar Court - Dublin - Ireland,Paypal
6198,Gym Gloves,31,7749.46,2023-07-10,47 Safari Road - Mombasa - Kenya,Apple Pay
3648,Cutting Board,333,44991.97,2023-04-25,77 Poplar Place - Seoul - South Korea,NFC
4682,Electric Kettle,337,120986.94,2024-06-10,25 Kente Court - Kumasi - Ghana,Google Pay
4304,Jump Rope,216,110803.39,2023-09-21,77 Spice Lane - Ankara - Turkey,NFC
1503,Electric Toothbrush,387,76965.97,2025-05-17,12 Terrace Square - Christchurch - New Zealand,credit/debit cards
8828,Portable Charger,219,64965.08,2024-02-15,70 Fjord Lane - Gothenburg - Sweden,Google Pay
2430,Fitness Tracker,368,133044.68,2023-06-16,69 Redwood Mews - Rome - Italy,Buy now pay later
4758,Dumbbells,135,96788.99,2023-12-03,22 Temple Boulevard - Chiang Mai - Thailand,Cash On Delivery
2930,Windbreaker,322,127657.46,2024-06-16,32 Blossom Court - Manila - Philippines,NFC
2606,Water Filter,423,9636.68,2023-03-07,23 Maple Drive - Sydney - Australia,Paypal
4734,Yoga Mat,537,28466.14,2023-05-31,77 Poplar Place - Seoul - South Korea,Apple Pay
10188,Toaster Oven,209,4214.97,2026-02-03,56 Montmartre Road - Marseille - France,Buy now pay later
10442,Sparkling Water,270,116309.14,2024-02-27,79 Horizon Square - Lagos - Nigeria,NFC
4817,Hair Dryer,272,93043.06,2025-06-02,88 Hazel Hill - Cape Town - South Africa,Google Pay
6052,Face Moisturizer,480,23844.77,2025-12-09,23 Maple Drive - Sydney - Australia,Apple Pay
10857,Polo Shirt,535,130544.91,2023-06-02,56 Pine Road - Auckland - New Zealand,Paypal
3348,Sparkling Water,364,128081.03,2025-03-23,14 Pyramid Drive - Alexandria - Egypt,Cash On Delivery
10448,USB-C Hub,459,30133.43,2025-09-08,22 Sycamore Square - Mexico City - Mexico,credit/debit cards
2057,Facial Cleanser,59,86717.5,2023-02-18,91 Lakeshore Boulevard - Houston - USA,Google Pay
3258,Slip-On Loafers,425,89543.03,2024-01-16,37 Canal Court - Rotterdam - Netherlands,credit/debit cards
4383,Chess Set,453,585.56,2023-06-26,25 Rowan Boulevard - Zurich - Switzerland,Google Pay
1370,Cutting Board,401,92312.79,2023-02-28,67 Hutong Lane - Chengdu - China,Buy now pay later
9158,Air Fryer,330,29697.06,2023-12-27,72 Meadow Way - Osaka - Japan,Apple Pay
9555,Webcam HD,501,120783.38,2023-08-21,57 Valley Place - Casablanca - Morocco,Apple Pay
4833,Rubik's Cube,368,112369.47,2025-11-19,44 Olive Court - Thessaloniki - Greece,Apple Pay
9364,Food Processor,472,121315.83,2023-10-23,11 Volcano Avenue - Naples - Italy,NFC
8725,Polo Shirt,111,101525.41,2025-06-01,99 Silk Place - Lahore - Pakistan,NFC
9014,Instant Coffee,374,22137.36,2023-03-23,24 Alpine Square - Salzburg - Austria,credit/debit cards
9027,USB-C Hub,251,48345.44,2025-01-03,87 Viking Place - Malmo - Sweden,Buy now pay later
6735,Protein Shaker,484,95012.2,2025-04-02,17 Lakeview Avenue - Vancouver - Canada,Paypal
2108,Hiking Boots,491,43358.41,2023-07-17,47 Holly Drive - Helsinki - Finland,Buy now pay later
10235,Running Shoes,471,95159.75,2024-06-02,22 Sycamore Square - Mexico City - Mexico,Buy now pay later
7087,USB-C Hub,130,45077.54,2025-12-28,36 Cypress Square - Madrid - Spain,Paypal
10013,Dress Shoes,280,23855.2,2024-12-30,80 Savannah Avenue - Abuja - Nigeria,Paypal
10591,Multivitamin,14,69457.98,2025-08-10,78 Cathedral Place - Birmingham - UK,Paypal
2871,Jump Rope,544,91970.93,2024-05-26,76 Bamboo Street - Bangkok - Thailand,Paypal
5021,Digital Thermometer,153,69328.29,2023-10-25,11 Chestnut Close - Mumbai - India,Google Pay
2925,Windbreaker,352,86028.64,2024-07-17,33 Pearl Square - Cebu - Philippines,credit/debit cards
1509,Playing Cards,278,58726.49,2024-05-02,25 Kente Court - Kumasi - Ghana,Apple Pay
10665,Laptop Stand,504,104308.64,2026-02-28,89 Cedar Court - Dublin - Ireland,Paypal
10233,Smart Plug,459,87113.56,2024-05-30,55 Magnolia Mews - São Paulo - Brazil,NFC
10318,Mechanical Keyboard,435,77018.76,2025-01-14,65 Petal Lane - Dhaka - Bangladesh,Google Pay
9837,Trail Mix,362,58367.59,2024-11-29,61 Moorland Boulevard - Manchester - UK,Cash On Delivery
7488,Backpack,78,71810.72,2024-03-26,44 Willow Walk - Beijing - China,Cash On Delivery
6221,Luggage Tag,512,6880.49,2024-03-29,46 Harbor Close - Aarhus - Denmark,Buy now pay later
10915,Fish Oil Capsules,47,89357.73,2025-09-22,15 Mountain Square - Bangalore - India,Cash On Delivery
6523,Dish Rack,260,27429.41,2023-09-21,80 Savannah Avenue - Abuja - Nigeria,credit/debit cards
7424,Sunglasses,219,115268.5,2024-05-16,54 Windmill Mews - Utrecht - Netherlands,Cash On Delivery
3117,Face Moisturizer,225,108864.77,2025-03-01,77 Poplar Place - Seoul - South Korea,credit/debit cards
8467,Lip Balm,543,70769.51,2023-03-29,28 Clifftop Lane - Edinburgh - Scotland,NFC
9195,Index Cards,139,113524.69,2025-03-13,69 Bayside Way - Brisbane - Australia,credit/debit cards
7785,Protein Shaker,328,89904.75,2025-09-08,12 Baker Street - London - UK,NFC
5986,USB-C Hub,132,18969.95,2024-06-15,78 Cathedral Place - Birmingham - UK,NFC
2978,Bluetooth Speaker,508,99277.49,2024-11-24,57 Valley Place - Casablanca - Morocco,Paypal
1338,Face Moisturizer,412,133440.46,2024-08-05,58 Atlas Lane - Marrakech - Morocco,credit/debit cards
7273,Beard Oil,238,5536.6,2025-02-28,79 Arctic Way - Tampere - Finland,Buy now pay later
7830,Baseball Cap,57,32855.61,2023-03-22,76 Carnival Close - Brasilia - Brazil,Paypal
8726,Beard Oil,96,80117.68,2025-01-03,88 Hazel Hill - Cape Town - South Africa,NFC
10505,Dress Shoes,145,55664.75,2024-07-01,56 Montmartre Road - Marseille - France,Apple Pay
5974,Salad Spinner,234,85451.15,2023-03-05,70 Fjord Lane - Gothenburg - Sweden,Paypal
9292,Jump Rope,494,78599.12,2025-08-02,80 Savannah Avenue - Abuja - Nigeria,Paypal
8163,Heating Pad,78,105602.39,2023-07-16,80 Savannah Avenue - Abuja - Nigeria,Paypal
3772,Hair Dryer,326,9545.28,2024-12-04,13 Tundra Boulevard - Bergen - Norway,Paypal
9452,File Folders,202,59070.09,2025-09-28,28 Clifftop Lane - Edinburgh - Scotland,Paypal
1533,Umbrella,39,115255.75,2025-12-18,36 Ridgeway Close - Calgary - Canada,Buy now pay later
6989,Toaster Oven,349,48641.16,2025-01-15,48 Riverside Mews - Shanghai - China,Buy now pay later
10404,Probiotic Capsules,395,67532.38,2025-04-27,32 Aurora Drive - Stavanger - Norway,Apple Pay
7590,Backpack,534,2938.06,2024-11-26,44 Olive Court - Thessaloniki - Greece,Buy now pay later
10371,Instant Coffee,288,30076.65,2025-07-06,35 Coastal Drive - Porto - Portugal,Apple Pay
1561,Luggage Tag,190,62156.28,2026-02-20,13 Tundra Boulevard - Bergen - Norway,credit/debit cards
6324,Desk Planner,477,53491.16,2024-07-04,36 Cypress Square - Madrid - Spain,credit/debit cards
8806,Noise-Cancelling Headphones,148,95778.88,2024-05-12,14 Pyramid Drive - Alexandria - Egypt,Paypal
7423,Sticky Notes,383,82011.7,2023-08-10,36 Cypress Square - Madrid - Spain,Google Pay
9806,Running Shoes,525,117965.48,2026-02-24,24 Alpine Square - Salzburg - Austria,NFC
5626,Spiral Notebook,16,114548.05,2025-12-08,58 Atlas Lane - Marrakech - Morocco,NFC
7826,Crossbody Bag,515,32360.03,2025-04-15,28 Clifftop Lane - Edinburgh - Scotland,Google Pay
5198,Lip Balm,125,2410.29,2025-02-20,65 Lighthouse Road - Odense - Denmark,credit/debit cards
9722,Blender,275,114507.88,2023-09-15,66 Fir Avenue - Stockholm - Sweden,Cash On Delivery
2194,LED Desk Lamp,153,44134.79,2025-12-05,80 Ivy Court - Vienna - Austria,Buy now pay later
3541,Backpack,92,46544.48,2023-03-30,54 Orchid Road - Kuala Lumpur - Malaysia,Apple Pay
1967,Laptop Bag,394,21265.23,2025-01-03,32 Aurora Drive - Stavanger - Norway,Cash On Delivery
8021,Fitness Tracker,275,92879.08,2023-11-11,26 Beachfront Drive - Cancun - Mexico,Apple Pay
3327,Wallet,290,37569.41,2024-06-29,10 Palm Place - Athens - Greece,NFC
4171,Building Blocks,276,23723.07,2023-05-12,87 Viking Place - Malmo - Sweden,Cash On Delivery
9367,Sunscreen SPF50,419,67479.06,2023-06-27,85 Riverside Drive - Chicago - USA,Paypal
4602,Smart Watch,537,100569.24,2024-04-01,10 Palm Place - Athens - Greece,Apple Pay
2458,Oat Milk,291,36161.5,2024-04-25,67 Hutong Lane - Chengdu - China,Buy now pay later
1209,Protein Shaker,98,96768.02,2025-11-03,33 Spruce Street - Amsterdam - Netherlands,Google Pay
3267,Backpack,191,61931.24,2024-12-11,87 Viking Place - Malmo - Sweden,Google Pay
10147,Sparkling Water,282,54134.75,2023-02-28,56 Pine Road - Auckland - New Zealand,Google Pay
6486,Toaster Oven,70,48207.01,2025-12-30,70 Fjord Lane - Gothenburg - Sweden,Paypal
10949,Desk Planner,138,19548.75,2024-12-26,13 Tundra Boulevard - Bergen - Norway,Cash On Delivery
3151,USB-C Hub,123,44605.36,2025-09-04,54 Windmill Mews - Utrecht - Netherlands,Cash On Delivery
4515,Honey Jar,541,117827.38,2025-12-22,76 Carnival Close - Brasilia - Brazil,Paypal
2632,LED Desk Lamp,231,13733.24,2024-09-05,45 Cobblestone Mews - Cork - Ireland,Apple Pay
4984,Shaving Kit,490,128416.29,2023-08-17,10 Hanok Way - Incheon - South Korea,credit/debit cards
6633,Water Filter,312,14447.17,2024-06-22,23 Promenade Drive - Munich - Germany,NFC
9082,Portable Charger,288,48543.34,2025-03-24,48 Riverside Mews - Shanghai - China,NFC
4681,Gym Gloves,522,81265.06,2023-03-02,23 Promenade Drive - Munich - Germany,Cash On Delivery
8716,Melatonin,389,112280.29,2026-01-16,80 Savannah Avenue - Abuja - Nigeria,credit/debit cards
7262,Slip-On Loafers,143,19281.09,2024-03-02,24 Breeze Mews - Accra - Ghana,NFC
3918,Air Fryer,166,18948.81,2025-02-20,89 Sakura Avenue - Kyoto - Japan,Google Pay
10122,Dress Shoes,375,84221.7,2026-02-26,23 Maple Drive - Sydney - Australia,Apple Pay
5342,Cable Organizer,15,39262.29,2025-10-15,44 Willow Walk - Beijing - China,Google Pay
2510,Slim Fit Jeans,96,86381.59,2025-05-25,66 Fir Avenue - Stockholm - Sweden,Apple Pay
10627,Beard Oil,54,109968.48,2024-01-02,26 Beachfront Drive - Cancun - Mexico,Cash On Delivery
10135,Building Blocks,400,10344.67,2024-09-18,67 Walnut Street - Paris - France,Paypal
1495,Fanny Pack,253,113171.46,2024-08-22,58 Alder Close - Brussels - Belgium,Paypal
10025,Chess Set,20,5082.24,2025-10-12,91 Juniper Way - Lisbon - Portugal,Cash On Delivery
10474,Wallet,415,120449.49,2023-03-09,36 Cypress Square - Madrid - Spain,credit/debit cards
9291,Cutting Board,369,130736.14,2023-02-18,89 Cedar Court - Dublin - Ireland,Paypal
3550,Granola,403,89456.26,2023-06-08,58 Alder Close - Brussels - Belgium,NFC
7313,Slip-On Loafers,102,131893.12,2026-01-30,43 Mango Hill - Istanbul - Turkey,Buy now pay later
6382,Laptop Bag,488,110157.17,2024-10-06,47 Safari Road - Mombasa - Kenya,Paypal
7202,Screen Protector,111,5990.47,2025-04-08,46 Harbor Close - Aarhus - Denmark,Cash On Delivery
7165,Playing Cards,323,557.99,2023-05-11,87 Jasmine Drive - Jakarta - Indonesia,Apple Pay
7392,Laptop Stand,316,2833.56,2023-02-07,55 Magnolia Mews - São Paulo - Brazil,credit/debit cards
6140,Denim Jacket,132,60582.56,2025-02-10,48 Riverside Mews - Shanghai - China,Buy now pay later
7905,Electric Kettle,217,83552.53,2025-04-14,87 Jasmine Drive - Jakarta - Indonesia,Cash On Delivery
6266,Laptop Bag,42,64542.91,2024-05-29,55 Marina Close - Penang - Malaysia,Apple Pay
1164,Smart Watch,269,90752.29,2023-04-28,58 Alder Close - Brussels - Belgium,Google Pay
1352,Jogger Pants,380,60273.89,2024-08-09,98 Sauna Court - Turku - Finland,Apple Pay
10581,Knife Set,181,5749.12,2025-01-28,11 Chestnut Close - Mumbai - India,NFC
10093,Baseball Cap,305,30343.59,2023-09-25,12 Terrace Square - Christchurch - New Zealand,Cash On Delivery
6856,Probiotic Capsules,530,133014.18,2024-01-04,44 Olive Court - Thessaloniki - Greece,Buy now pay later
2746,Highlighter Set,141,46377.59,2025-06-01,44 Olive Court - Thessaloniki - Greece,Apple Pay
8815,Face Moisturizer,171,43551.4,2023-09-24,34 Bollywood Court - Chennai - India,Apple Pay
2433,Knife Set,79,20514.71,2023-05-17,28 Clifftop Lane - Edinburgh - Scotland,Buy now pay later
4773,Skipping Rope,307,132280.04,2025-01-15,88 Coral Way - Bali - Indonesia,credit/debit cards
4298,Smart Plug,124,30918.61,2023-02-18,26 Beachfront Drive - Cancun - Mexico,Google Pay
1123,Running Shoes,477,86692.96,2024-06-06,77 Spice Lane - Ankara - Turkey,Cash On Delivery
9070,Ankle Boots,171,5679.95,2024-11-09,92 Savanna Road - Johannesburg - South Africa,Google Pay
6097,Windbreaker,373,8951.78,2023-04-07,65 Lighthouse Road - Odense - Denmark,Apple Pay
4162,Gym Gloves,116,96059.76,2025-02-13,32 Blossom Court - Manila - Philippines,NFC
6072,Multivitamin,188,85131.26,2025-08-27,66 Delta Mews - Chittagong - Bangladesh,Google Pay
1000,Correction Tape,106,91158.45,2026-02-17,66 Fir Avenue - Stockholm - Sweden,Paypal
5370,Electric Kettle,313,30987.07,2023-11-25,56 Pine Road - Auckland - New Zealand,Buy now pay later
6196,Denim Jacket,29,131978.01,2024-02-03,55 Marina Close - Penang - Malaysia,Buy now pay later
4397,Stapler,58,74844.48,2025-01-04,25 Rowan Boulevard - Zurich - Switzerland,credit/debit cards
9304,Jogger Pants,285,129923.03,2024-12-13,45 Elm Avenue - New York - USA,Google Pay
3498,First Aid Kit,309,22038.92,2024-12-24,35 Coastal Drive - Porto - Portugal,NFC
2378,Fitness Tracker,192,54312.48,2024-01-20,24 Alpine Square - Salzburg - Austria,Cash On Delivery
6275,Facial Cleanser,247,45014.15,2023-03-28,35 Coastal Drive - Porto - Portugal,Google Pay
9873,Granola,239,101193.34,2023-02-20,28 Clifftop Lane - Edinburgh - Scotland,Google Pay
4753,Coffee Maker,424,100188.21,2026-03-16,12 Terrace Square - Christchurch - New Zealand,Buy now pay later
1466,Protein Shaker,255,65222.33,2024-05-05,45 Elm Avenue - New York - USA,Cash On Delivery
10700,Hair Dryer,473,2210.6,2024-06-21,33 Spruce Street - Amsterdam - Netherlands,Buy now pay later
5443,Windbreaker,131,23517.13,2025-01-13,79 Horizon Square - Lagos - Nigeria,credit/debit cards
2729,Webcam HD,122,6780.82,2023-09-16,65 Lighthouse Road - Odense - Denmark,Buy now pay later
7156,Formal Blazer,232,113509.08,2024-04-07,33 Pearl Square - Cebu - Philippines,Paypal
4196,Screen Protector,58,38863.76,2024-06-09,81 Lakeside Place - Busan - South Korea,Apple Pay
10378,Tote Bag,377,15843.79,2023-05-12,21 Zulu Square - Durban - South Africa,Cash On Delivery
3939,Wireless Earbuds,225,47490.55,2024-12-17,43 Aztec Boulevard - Guadalajara - Mexico,Apple Pay
6501,Blender,212,10400.77,2023-09-03,44 Willow Walk - Beijing - China,NFC
6433,Honey Jar,303,131170.01,2023-01-26,26 Beachfront Drive - Cancun - Mexico,credit/debit cards
3424,Beard Oil,58,42244.29,2025-01-07,54 Windmill Mews - Utrecht - Netherlands,Paypal
5993,Backpack,218,125036.17,2024-01-03,14 Laurel Lane - Copenhagen - Denmark,credit/debit cards
2090,Backpack,540,91502.22,2025-04-28,33 Spruce Street - Amsterdam - Netherlands,Cash On Delivery
7438,Air Fryer,354,75880.19,2024-10-01,98 Garden Boulevard - Karachi - Pakistan,Paypal
8583,Whiteboard Markers,325,63742.56,2023-02-25,87 Viking Place - Malmo - Sweden,NFC
10500,Hooded Sweatshirt,288,92125.3,2025-04-02,25 Rowan Boulevard - Zurich - Switzerland,Buy now pay later
4258,File Folders,268,91977.31,2023-03-10,90 Forest Place - Ghent - Belgium,Google Pay
